This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"13C38S","LUBRECHT FLU",-113.3228,46.8822,1426,"SNOTEL","13C38S"
"15C10S","HOODOO BASIN",-115.0339,46.9753,1844,"SNOTEL","15C10S"
"15D06S","MOUNTAIN MEA",-115.2294,45.6969,1939,"SNOTEL","15D06S"
"20K03S","INDEPENDENCE",-120.2825,39.4900,1981,"SNOTEL","20K03S"
"21E04S","MARION FORKS",-121.9739,44.5936,792,"SNOTEL","21E04S"
"21G03S","TAYLOR BUTTE",-121.4261,42.6911,1554,"SNOTEL","21G03S"
"22D02S","NORTH FORK",-122.0031,45.5503,966,"SNOTEL","22D02S"
"22G13S","BILLIE CREEK",-122.2664,42.4069,1615,"SNOTEL","22G13S"
"22G33S","SEVENMILE MA",-122.1417,42.6983,1890,"SNOTEL","22G33S"
"23D01S","SADDLE MOUNT",-123.3731,45.5447,991,"SNOTEL","23D01S"
"23169","LAS VEGAS MC",-115.1553,36.0789,648,"WBAN","23169"
"043038","FIDDLETOWN D",-120.7061,38.5236,658,"COOP","043038"
"93058","PUEBLO MEMOR",-104.4983,38.2900,1439,"WBAN","93058"
"104140","HAZELTON",-114.1378,42.5972,1237,"COOP","104140"
"245303","MAC KENZIE",-104.7353,46.1422,856,"COOP","245303"
"246238","OPHEIM 12 SS",-106.3153,48.6956,912,"COOP","246238"
"356405","OWYHEE DAM",-117.2467,43.6500,732,"COOP","356405"
"452531","ELMA",-123.4008,47.0092,21,"COOP","452531"
"457267","SAINT JOHN",-117.5931,47.0894,593,"COOP","457267"
"481730","CHUGWATER",-104.8167,41.7500,1617,"COOP","481730"
"021314","CASA GRANDE",-111.5367,32.9947,433,"COOP","021314"
"06L02S","PARK CONE",-106.5897,38.8197,2926,"SNOTEL","06L02S"
"11J08S","STRAWBERRY D",-111.2200,40.1900,2560,"SNOTEL","11J08S"
"11J32S","CURRANT CREE",-111.0897,40.3572,2438,"SNOTEL","11J32S"
"040673","BEN LOMOND N",-122.0797,37.0856,128,"COOP","040673"
"19L08S","LEAVITT MEAD",-119.5514,38.3031,2195,"SNOTEL","19L08S"
"046624","PALMDALE",-118.0942,34.5878,791,"COOP","046624"
"422798","FERRON",-111.1322,39.0872,1807,"COOP","422798"
"456974","REPUBLIC",-118.7361,48.6442,796,"COOP","456974"
"11E30S","WHISKEY CREE",-111.1500,44.6108,2073,"SNOTEL","11E30S"
"046685","PARADISE",-121.6242,39.7539,533,"COOP","046685"
"101514","CASCADE 1 NW",-116.0481,44.5228,1492,"COOP","101514"
"104670","JEROME",-114.5192,42.7325,1140,"COOP","104670"
"106542","OAKLEY",-113.8981,42.2342,1390,"COOP","106542"
"CVD","CHERRY VALLE",-119.9170,37.9670,1452,"CDEC","CVD"
"241297","BUSBY",-106.9597,45.5397,1045,"COOP","241297"
"247894","STEVENSVILLE",-114.0911,46.5136,1036,"COOP","247894"
"249023","WILSALL 8 EN",-110.5056,46.0306,1788,"COOP","249023"
"350304","ASHLAND",-122.7144,42.2128,532,"COOP","350304"
"350471","BANDON 2 NNE",-124.4019,43.1497,6,"COOP","350471"
"352406","DRAIN",-123.3275,43.6656,89,"COOP","352406"
"358494","TILLAMOOK 1",-123.8728,45.4567,3,"COOP","358494"
"422253","DUCHESNE",-110.3950,40.1678,1682,"COOP","422253"
"427271","RICHMOND",-111.8100,41.9064,1426,"COOP","427271"
"450945","BUCKLEY 1 NE",-122.0036,47.1694,209,"COOP","450945"
"452157","DIABLO DAM",-121.1431,48.7142,272,"COOP","452157"
"487473","RAIRDEN 2 WS",-107.9381,44.1786,1225,"COOP","487473"
"06J29S","TOWER",-106.6767,40.5372,3200,"SNOTEL","06J29S"
"07M05S","CASCADE",-107.8050,37.6508,2707,"SNOTEL","07M05S"
"07M21S","MIDDLE CREEK",-107.0347,37.6197,3429,"SNOTEL","07M21S"
"09E13S","BLACKWATER",-109.8000,44.3833,2981,"SNOTEL","09E13S"
"10D24S","PLACER BASIN",-110.0886,45.4189,2691,"SNOTEL","10D24S"
"11D11S","LOWER TWIN",-111.9219,45.5047,2408,"SNOTEL","11D11S"
"11K39S","PICKLE KEG",-111.5825,39.0128,2926,"SNOTEL","11K39S"
"12C11S","ROCKER PEAK",-112.2622,46.3572,2438,"SNOTEL","12C11S"
"12C13S","FROHNER MEAD",-112.1928,46.4356,1975,"SNOTEL","12C13S"
"12L04S","BOX CREEK",-112.0186,38.5081,2987,"SNOTEL","12L04S"
"13E23S","LEMHI RIDGE",-113.4453,44.9914,2469,"SNOTEL","13E23S"
"15F04S","ATLANTA SUMM",-115.2389,43.7564,2310,"SNOTEL","15F04S"
"18D19S","HIGH RIDGE",-118.1053,45.6975,1518,"SNOTEL","18D19S"
"043261","FRIANT GOVER",-119.7072,36.9969,125,"COOP","043261"
"043357","GASQUET RS",-123.9650,41.8453,117,"COOP","043357"
"93026","DOUGLAS BISB",-109.6061,31.4583,1251,"WBAN","93026"
"049026","TRINITY RIVE",-122.7947,40.7264,567,"COOP","049026"
"053005","FORT COLLINS",-105.1314,40.6147,1525,"COOP","053005"
"055531","MESA VERDE N",-108.4883,37.1986,2169,"COOP","055531"
"058560","URAVAN",-108.7422,38.3761,1527,"COOP","058560"
"105275","LIFTON PUMPI",-111.3139,42.1231,1806,"COOP","105275"
"107040","PICABO",-114.0742,43.3111,1472,"COOP","107040"
"290692","AZTEC RUINS",-108.0006,36.8350,1720,"COOP","290692"
"423600","HANS FLAT RS",-110.1800,38.2553,2012,"COOP","423600"
"424856","LAKETOWN",-111.3208,41.8250,1823,"COOP","424856"
"456262","PACKWOOD",-121.6744,46.6092,323,"COOP","456262"
"07F02S","MIDDLE POWDE",-107.1833,43.6333,2365,"SNOTEL","07F02S"
"09F18S","YOUNTS PEAK",-109.8167,43.9333,2545,"SNOTEL","09F18S"
"12B17S","WOOD CREEK",-112.8131,47.4494,1817,"SNOTEL","12B17S"
"13C44S","BARKER LAKES",-113.1306,46.0972,2515,"SNOTEL","13C44S"
"15E11S","BANNER SUMMI",-115.2344,44.3033,2146,"SNOTEL","15E11S"
"16H08S","FAWN CREEK",-116.1014,41.8211,2134,"SNOTEL","16H08S"
"18D21S","WOLF CREEK",-118.1519,45.0672,1737,"SNOTEL","18D21S"
"18F01S","ROCK SPRINGS",-118.8381,44.0092,1554,"SNOTEL","18F01S"
"19K04S","MARLETTE LAK",-119.8964,39.1642,2438,"SNOTEL","19K04S"
"19L06S","POISON FLAT",-119.6253,38.5058,2408,"SNOTEL","19L06S"
"20K13S","TRUCKEE #2",-120.1831,39.3008,1951,"SNOTEL","20K13S"
"22E09S","LITTLE MEADO",-122.2261,44.6131,1219,"SNOTEL","22E09S"
"042012","CORCORAN IRR",-119.5817,36.0975,61,"COOP","042012"
"94012","HAVRE CITY-C",-109.7633,48.5428,788,"WBAN","94012"
"054452","KASSLER",-105.0953,39.4900,1703,"COOP","054452"
"350694","BEND",-121.2850,44.0569,1116,"COOP","350694"
"451414","CHIMACUM 4 S",-122.7908,47.9522,43,"COOP","451414"
"451679","CONCRETE PPL",-121.7431,48.5389,59,"COOP","451679"
"480740","BILLY CREEK",-106.7319,44.1242,1516,"COOP","480740"
"07M30S","SLUMGULLION",-107.2039,37.9914,3487,"SNOTEL","07M30S"
"102942","EMMETT 2 E",-116.4664,43.8544,728,"COOP","102942"
"SHA","SHASTA DAM (",-122.4200,40.7180,325,"CDEC","SHA"
"244954","LENNEP 5 SW",-110.6003,46.3619,1707,"COOP","244954"
"246157","NORRIS MADIS",-111.6325,45.4856,1446,"COOP","246157"
"246640","POLSON KERR",-114.2419,47.6775,832,"COOP","246640"
"354403","KENO",-121.9297,42.1297,1255,"COOP","354403"
"427260","RICHFIELD RA",-112.0775,38.7619,1615,"COOP","427260"
"456096","OLGA 2 SE",-122.8064,48.6117,24,"COOP","456096"
"458773","VANCOUVER 4",-122.6519,45.6778,64,"COOP","458773"
"06E03S","HANSEN SAWMI",-106.9833,44.2500,2548,"SNOTEL","06E03S"
"06H20S","NORTH FRENCH",-106.3753,41.3306,3088,"SNOTEL","06H20S"
"06N14S","HOPEWELL",-106.2633,36.7161,3048,"SNOTEL","06N14S"
"09J05S","MOSBY MTN.",-109.8889,40.6075,2896,"SNOTEL","09J05S"
"13C39S","DALY CREEK",-113.8533,46.1997,1762,"SNOTEL","13C39S"
"13D10S","BLOODY DICK",-113.5014,45.1639,2316,"SNOTEL","13D10S"
"20G09S","STRAWBERRY",-120.8361,42.1258,1756,"SNOTEL","20G09S"
"20K30S","SQUAW VALLEY",-120.2656,39.1900,2499,"SNOTEL","20K30S"
"21B01S","STEVENS PASS",-121.0925,47.7464,1241,"SNOTEL","21B01S"
"21D13S","CLACKAMAS LA",-121.7528,45.0964,1036,"SNOTEL","21D13S"
"21E05S","SANTIAM JCT.",-121.9450,44.4350,1143,"SNOTEL","21E05S"
"22F03S","CASCADE SUMM",-122.0603,43.5903,1487,"SNOTEL","22F03S"
"23D02S","SEINE CREEK",-123.2967,45.5258,610,"SNOTEL","23D02S"
"23153","TONOPAH AP",-117.0903,38.0511,1644,"WBAN","23153"
"24149","LEWISTON NEZ",-117.0144,46.3747,438,"WBAN","24149"
"046946","PIT RIVER P",-121.9772,40.9869,444,"COOP","046946"
"047888","SANTA ANA FI",-117.8667,33.7442,41,"COOP","047888"
"052184","DEL NORTE 2",-106.3247,37.6742,2437,"COOP","052184"
"053553","GREELEY UNC",-104.6992,40.4022,1437,"COOP","053553"
"79-3132","YUCAIPA WATE",-117.0447,34.0216,826,"HDSC","79-3132"
"BLY","BLYTHE",-114.7170,33.6170,119,"CDEC","BLY"
"242689","EKALAKA",-104.5461,45.8903,1044,"COOP","242689"
"246862","RAPELJE 4S",-109.2533,45.9150,1219,"COOP","246862"
"423776","HATCH",-112.4331,37.6478,2100,"COOP","423776"
"424508","KANAB",-112.5192,37.0394,1506,"COOP","424508"
"425182","LOGAN RADIO",-111.8561,41.7353,1381,"COOP","425182"
"451276","CENTRALIA",-122.9528,46.7200,56,"COOP","451276"
"457507","SEDRO WOOLLE",-122.2356,48.4958,18,"COOP","457507"
"09J16S","TROUT CREEK",-109.6731,40.7383,2865,"SNOTEL","09J16S"
"10G22S","INDIAN CREEK",-110.6775,42.3014,2873,"SNOTEL","10G22S"
"055722","MONTROSE NO",-107.8792,38.4858,1763,"COOP","055722"
"83-6086","CITY OF SAN",-121.9038,37.3416,24,"HDSC","83-6086"
"243013","FLATWILLOW 4",-108.3133,46.8511,955,"COOP","243013"
"353445","GRANTS PASS",-123.3236,42.4244,283,"COOP","353445"
"451233","CEDAR LAKE",-121.7561,47.4144,475,"COOP","451233"
"040343","ASH MOUNTAIN",-118.8253,36.4914,521,"COOP","040343"
"17H08S","GRANITE PEAK",-117.5661,41.6706,2377,"SNOTEL","17H08S"
"19E03S","DERR.",-119.9303,44.4464,1728,"SNOTEL","19E03S"
"93044","ZUNI",-108.8389,35.0706,1924,"WBAN","93044"
"247263","RYEGATE 18 N",-109.3442,46.5333,1353,"COOP","247263"
"356907","PROSPECT 2 S",-122.5164,42.7342,757,"COOP","356907"
"83-6022","CUPERTINO WA",-122.0546,37.3227,103,"HDSC","83-6022"
"421144","CALLAO",-113.7117,39.8994,1320,"COOP","421144"
"485506","LEITER 9 N",-106.2889,44.8500,1268,"COOP","485506"
"488858","TEN SLEEP 16",-107.3650,43.8111,1426,"COOP","488858"
"489615","WHEATLAND 4",-104.9492,42.1106,1414,"COOP","489615"
"15J12S","CORRAL CANYO",-115.5347,40.2778,2591,"SNOTEL","15J12S"
"19L39S","SPRATT CREEK",-119.8172,38.6661,1890,"SNOTEL","19L39S"
"21D33S","BLAZED ALDER",-121.8564,45.4283,1113,"SNOTEL","21D33S"
"24139","DRUMMOND",-113.1761,46.6383,1219,"WBAN","24139"
"044555","KING CITY",-121.1378,36.2069,98,"COOP","044555"
"047821","SAN JOSE",-121.9033,37.3497,20,"COOP","047821"
"106305","NAMPA SUGAR",-116.5753,43.6039,753,"COOP","106305"
"79-3162","SANTA ANA P.",-117.0983,34.1076,594,"HDSC","79-3162"
"83-6024","DAHL RANCH",-122.1761,37.3414,557,"HDSC","83-6024"
"243617","GOLDBUTTE 7",-111.3994,48.9761,1097,"COOP","243617"
"245754","MIZPAH 4 NNW",-105.2919,46.2858,756,"COOP","245754"
"264698","LOVELOCK",-118.4767,40.1906,1212,"COOP","264698"
"359316","WICKIUP DAM",-121.6869,43.6825,1328,"COOP","359316"
"422702","FAIRVIEW 8 N",-111.4164,39.7483,2057,"COOP","422702"
"424342","JENSEN",-109.3450,40.3642,1448,"COOP","424342"
"459021","WAUNA 3 W",-122.7028,47.3725,5,"COOP","459021"
"483855","GILLETTE 6 S",-105.4431,44.2483,1402,"COOP","483855"
"10G20S","SPRING CREEK",-110.6608,42.5250,2743,"SNOTEL","10G20S"
"10K01S","INDIAN CANYO",-110.7461,39.8917,2774,"SNOTEL","10K01S"
"13M02S","LONG FLAT",-113.3969,37.5131,2438,"SNOTEL","13M02S"
"20B25S","TROUGH",-120.2944,47.2336,1615,"SNOTEL","20B25S"
"048606","STRAWBERRY V",-121.1078,39.5631,1161,"COOP","048606"
"058781","WALSENBURG",-104.7739,37.6256,1875,"COOP","058781"
"106844","PARMA EXPERI",-116.9442,43.8022,698,"COOP","106844"
"242827","EUREKA RANGE",-115.0644,48.8978,772,"COOP","242827"
"244506","JOLIET",-108.9736,45.4892,1151,"COOP","244506"
"294398","JOHNSON RANC",-107.0856,35.9547,2117,"COOP","294398"
"353827","HEPPNER",-119.5639,45.3653,575,"COOP","353827"
"451484","CLEARBROOK",-122.3292,48.9672,20,"COOP","451484"
"07H05S","DIVIDE PEAK",-107.1522,41.3039,2707,"SNOTEL","07H05S"
"15H09S","TAYLOR CANYO",-116.0297,41.2286,1890,"SNOTEL","15H09S"
"19D02S","ARBUCKLE MTN",-119.2542,45.1906,1646,"SNOTEL","19D02S"
"23161","DAGGETT BARS",-116.7858,34.8536,584,"WBAN","23161"
"042506","DOYLE 4 SSE",-120.0828,39.9717,1338,"COOP","042506"
"054742","LAKE GEORGE",-105.4733,38.9058,2597,"COOP","054742"
"244358","HYSHAM",-107.2278,46.2942,798,"COOP","244358"
"428771","TOOELE",-112.2972,40.5269,1545,"COOP","428771"
"454769","LONGVIEW",-122.9164,46.1506,53,"COOP","454769"
"028396","TACNA 3 NE",-113.9192,32.7225,99,"COOP","028396"
"245020","LIBBY 32 SSE",-115.2239,47.9733,1097,"COOP","245020"
"20E02S","OCHOCO MEADO",-120.3314,44.4289,1585,"SNOTEL","20E02S"
"041700","CHESTER",-121.2422,40.3033,1381,"COOP","041700"
"044297","IRON MOUNTAI",-115.1219,34.1472,281,"COOP","044297"
"79-3337","MENTONE C.D.",-117.1213,34.0704,538,"HDSC","79-3337"
"CLE","TRINITY LAKE",-122.7620,40.8010,722,"CDEC","CLE"
"241557","CASCADE 20 S",-111.5772,46.9956,1402,"COOP","241557"
"06K30S","KILN",-106.6144,39.3172,2926,"SNOTEL","06K30S"
"94225","HOQUIAM BOWE",-123.9303,46.9728,4,"WBAN","94225"
"242857","FAIRFIELD",-111.9856,47.6153,1214,"COOP","242857"
"249082","WISE RIVER 3",-113.0136,45.8031,1747,"COOP","249082"
"291910","CLIFF 11 SE",-108.5036,32.8331,1456,"COOP","291910"
"358746","UNION EXPERI",-117.8758,45.2081,843,"COOP","358746"
"108080","SALMON KSRA",-113.9008,45.1875,1198,"COOP","108080"
"245596","MELSTONE",-107.8689,46.6008,890,"COOP","245596"
"299820","WOLF CANYON",-106.7469,35.9478,2505,"COOP","299820"
"420849","BOULDER",-111.4200,37.9050,2036,"COOP","420849"
"021050","BULLHEAD CIT",-114.5678,35.1411,165,"COOP","021050"
"026601","PINETOP 2E",-109.9219,34.1242,2195,"COOP","026601"
"18E16S","BLUE MOUNTAI",-118.5175,44.2478,1798,"SNOTEL","18E16S"
"10G12S","KELLEY R.S.",-110.8017,42.2653,2493,"SNOTEL","10G12S"
"041149","BUCKHORN",-121.8464,40.8669,1158,"COOP","041149"
"041990","COPCO NO 1 D",-122.3378,41.9797,824,"COOP","041990"
"293294","FORT SUMNER",-104.2319,34.4667,1227,"COOP","293294"
"420086","ALTON",-112.4819,37.4403,2146,"COOP","420086"
"457773","SNOQUALMIE F",-121.8361,47.5414,134,"COOP","457773"
"482725","DULL CENTER",-104.9614,43.4117,1346,"COOP","482725"
"421918","CUTLER DAM U",-112.0558,41.8328,1308,"COOP","421918"
"11K28S","RED PINE RID",-111.2722,39.4519,2804,"SNOTEL","11K28S"
"15B14S","LOST LAKE",-115.9608,47.0808,1862,"SNOTEL","15B14S"
"104456","IDAHO FALLS",-111.7847,43.3456,1776,"COOP","104456"
"248380","TROUT CREEK",-115.6278,47.8669,718,"COOP","248380"
"358466","THREE LYNX",-122.0722,45.1250,341,"COOP","358466"
"025412","MC NARY 2 N",-109.8589,34.1142,2237,"COOP","025412"
"14F03S","LOST-WOOD DI",-114.2636,43.8250,2408,"SNOTEL","14F03S"
"23233","SALINAS MUNI",-121.6081,36.6636,23,"WBAN","23233"
"293511","GHOST RANCH",-106.4744,36.3336,1981,"COOP","293511"
"10J10S","LAKEFORK #1",-110.4331,40.5972,3078,"SNOTEL","10J10S"
"10J35S","LILY LAKE",-110.7981,40.8647,2758,"SNOTEL","10J35S"
"15E02S","BIG CREEK SU",-115.7958,44.6261,2006,"SNOTEL","15E02S"
"16H04S","JACKS PEAK",-116.0181,41.5169,2566,"SNOTEL","16H04S"
"351765","CONDON",-120.1808,45.2328,866,"COOP","351765"
"451496","CLEARWATER",-124.2922,47.5711,24,"COOP","451496"
"16E10S","BEAR SADDLE",-116.9831,44.6036,1884,"SNOTEL","16E10S"
"20B02S","BLEWETT PASS",-120.6797,47.3508,1301,"SNOTEL","20B02S"
"22F14S","SUMMIT LAKE",-122.1381,43.4489,1707,"SNOTEL","22F14S"
"18E18S","LAKE CREEK R",-118.6378,44.2100,1585,"SNOTEL","18E18S"
"356540","PENDLETON BR",-118.6264,45.7206,453,"COOP","356540"
"13F03S","BEAR CANYON",-113.9386,43.7442,2408,"SNOTEL","13F03S"
"047473","RIVERSIDE CI",-117.3614,33.9669,301,"COOP","047473"
"488995","TORRINGTON E",-104.2236,42.0803,1249,"COOP","488995"
"06L11S","BUTTE",-106.9528,38.8942,3097,"SNOTEL","06L11S"
"94185","BURNS MUNICI",-118.9564,43.5950,1262,"WBAN","94185"
"044957","LINDSAY",-119.0581,36.2033,128,"COOP","044957"
"455525","MONROE",-121.9944,47.8453,37,"COOP","455525"
"457180","ROSALIA",-117.3678,47.2286,732,"COOP","457180"
"025467","MESA",-111.8183,33.4114,384,"COOP","025467"
"15B02S","LOOKOUT",-115.7042,47.4575,1567,"SNOTEL","15B02S"
"19L07S","SONORA PASS",-119.6006,38.3108,2682,"SNOTEL","19L07S"
"21F22S","CHEMULT ALTE",-121.8067,43.2261,1451,"SNOTEL","21F22S"
"425194","LOGAN 5 SW E",-111.8906,41.6672,1389,"COOP","425194"
"24141","EPHRATA MUNI",-119.5136,47.3044,381,"WBAN","24141"
"350265","ARLINGTON",-120.2050,45.7211,84,"COOP","350265"
"13F09S","SWEDE PEAK",-113.9686,43.6253,2329,"SNOTEL","13F09S"
"14F16S","HYNDMAN",-114.1589,43.7097,2268,"SNOTEL","14F16S"
"262780","FALLON EXPER",-118.7811,39.4572,1209,"COOP","262780"
"16D08S","WEST BRANCH",-116.4550,45.0719,1695,"SNOTEL","16D08S"
"10J26S","FIVE POINTS",-110.4675,40.7181,3328,"SNOTEL","10J26S"
"13D16S","MOOSE CREEK",-113.9539,45.6706,1890,"SNOTEL","13D16S"
"047109","POTTER VALLE",-123.1281,39.3625,309,"COOP","047109"
"107673","RICHFIELD",-114.1581,43.0528,1305,"COOP","107673"
"058995","WHEAT RIDGE",-105.0731,39.7636,1666,"COOP","058995"
"11F11S","SHEEP MTN.",-111.6878,43.2094,2003,"SNOTEL","11F11S"
"10K02S","WHITE RIVER",-110.9875,39.9644,2606,"SNOTEL","10K02S"
"11E10S","ISLAND PARK",-111.3850,44.4200,1917,"SNOTEL","11E10S"
"PPTPRI01","PRIMET TIPPI",-122.2558,44.2119,437,"HJA","PPTPRI01"
"16E11S","BEAR BASIN",-116.1431,44.9525,1631,"SNOTEL","16E11S"
"048587","STONY GORGE",-122.5342,39.5861,244,"COOP","048587"
"81-0002","02D1003--77A",-122.0867,37.7154,123,"HDSC","81-0002"
"JSV","JESS VALLEY",-120.3000,41.2700,1615,"CDEC","JSV"
"241127","BROADUS",-105.4072,45.4442,924,"COOP","241127"
"15F01S","MORES CREEK",-115.6656,43.9319,1859,"SNOTEL","15F01S"
"05K06S","ARROW",-105.7606,39.9153,2950,"SNOTEL","05K06S"
"07E18S","BONE SPRINGS",-107.5833,44.6833,2850,"SNOTEL","07E18S"
"041697","CHERRY VALLE",-119.9161,37.9747,1452,"COOP","041697"
"247964","SULA 3 ENE",-113.9269,45.8478,1364,"COOP","247964"
"353770","HEADWORKS PT",-122.1536,45.4500,228,"COOP","353770"
"11J21S","TIMPANOGOS D",-111.6164,40.4281,2481,"SNOTEL","11J21S"
"23054","LAS VEGAS MU",-105.1425,35.6542,2093,"WBAN","23054"
"23070","TRINIDAD PER",-104.3378,37.2622,1750,"WBAN","23070"
"352440","DUFUR",-121.1278,45.4547,405,"COOP","352440"
"06N04S","BATEMAN",-106.3211,36.5119,2835,"SNOTEL","06N04S"
"07E23S","SHELL CREEK",-107.4333,44.5000,2920,"SNOTEL","07E23S"
"20G06S","QUARTZ MOUNT",-120.8253,42.3192,1737,"SNOTEL","20G06S"
"21F21S","IRISH TAYLOR",-121.9486,43.8036,1676,"SNOTEL","21F21S"
"453546","HATTON 9 SE",-118.6511,46.7222,426,"COOP","453546"
"480140","ALTA 1 NNW",-111.0339,43.7728,1962,"COOP","480140"
"05J39S","BEAR LAKE",-105.6447,40.3111,2896,"SNOTEL","05J39S"
"12G18S","OXFORD SPRIN",-112.1253,42.2606,2054,"SNOTEL","12G18S"
"13C43S","WARM SPRINGS",-113.1647,46.2744,2377,"SNOTEL","13C43S"
"13D26S","CALVERT CREE",-113.3256,45.8839,1960,"SNOTEL","13D26S"
"17D18S","MT. HOWARD",-117.1731,45.2647,2411,"SNOTEL","17D18S"
"18E03S","EILERTSON ME",-118.1139,44.8692,1646,"SNOTEL","18E03S"
"24137","CUT BANK MUN",-112.3753,48.6033,1170,"WBAN","24137"
"457059","RITZVILLE 1",-118.3772,47.1139,576,"COOP","457059"
"486440","MORAN 5 WNW",-110.5889,43.8567,2072,"COOP","486440"
"08G07S","TOWNSEND CRE",-108.9000,42.7000,2652,"SNOTEL","08G07S"
"11J46S","BEAVER DIVID",-111.0978,40.6125,2524,"SNOTEL","11J46S"
"11K09S","SEELEY CREEK",-111.4331,39.3103,3048,"SNOTEL","11K09S"
"15H03S","SEVENTYSIX C",-115.4722,41.7369,2164,"SNOTEL","15H03S"
"22F04S","SALT CREEK F",-122.1175,43.6119,1219,"SNOTEL","22F04S"
"23062","DENVER STAPL",-104.8694,39.7633,1611,"WBAN","23062"
"24057","RAWLINS MUNI",-107.2000,41.8056,2053,"WBAN","24057"
"17D08S","SCHNEIDER ME",-117.1653,45.0011,1646,"SNOTEL","17D08S"
"248597","VIRGINIA CIT",-111.9481,45.2925,1760,"COOP","248597"
"22F18S","DIAMOND LAKE",-122.1400,43.1878,1620,"SNOTEL","22F18S"
"249240","YELLOWTAIL D",-107.9383,45.3128,1007,"COOP","249240"
"241088","BREDETTE",-105.2706,48.5475,804,"COOP","241088"
"241938","COLUMBUS",-109.2675,45.6444,1098,"COOP","241938"
"265890","PAHRUMP",-116.0033,36.2786,815,"COOP","265890"
"351433","CASCADIA",-122.4858,44.3981,262,"COOP","351433"
"451400","CHIEF JOSEPH",-119.6533,47.9928,250,"COOP","451400"
"14A14S","HAND CREEK",-114.8403,48.3078,1535,"SNOTEL","14A14S"
"19L17S","LOBDELL LAKE",-119.3664,38.4375,2804,"SNOTEL","19L17S"
"049073","TURLOCK #2",-120.8550,37.5006,35,"COOP","049073"
"050214","ALTENBERN",-108.3794,39.5008,1731,"COOP","050214"
"053500","GRAND LAKE 6",-105.8667,40.1850,2526,"COOP","053500"
"FJN","FORT JONES R",-122.8500,41.6000,831,"CDEC","FJN"
"242409","DILLON WMCE",-112.6447,45.2128,1593,"COOP","242409"
"425805","MONTICELLO 2",-109.3075,37.8736,2078,"COOP","425805"
"21F12S","SILVER CREEK",-121.1811,42.9561,1743,"SNOTEL","21F12S"
"041497","CANYON DAM",-121.0886,40.1706,1390,"COOP","041497"
"24021","LANDER HUNT",-108.7278,42.8175,1694,"WBAN","24021"
"047965","SANTA ROSA",-122.6978,38.4381,53,"COOP","047965"
"244715","KNOBS 4 SW",-104.1583,45.8728,941,"COOP","244715"
"298535","STATE UNIVER",-106.7597,32.2822,1183,"COOP","298535"
"042934","FAIRFIELD",-122.0681,38.2736,12,"COOP","042934"
"241084","BRANDENBERG",-106.2314,45.8161,844,"COOP","241084"
"249067","WISDOM",-113.4514,45.6178,1847,"COOP","249067"
"290600","ARTESIA 6S",-104.3836,32.7547,1026,"COOP","290600"
"20H12S","DISMAL SWAMP",-120.1667,41.9667,2134,"SNOTEL","20H12S"
"046719","PASADENA",-118.1447,34.1483,263,"COOP","046719"
"79-3023","REDLANDS - R",-117.2104,34.0340,392,"HDSC","79-3023"
"242104","CRESTON",-114.1342,48.1889,896,"COOP","242104"
"242122","CULBERTSON",-104.5092,48.1503,592,"COOP","242122"
"358095","STAYTON",-122.8150,44.7894,130,"COOP","358095"
"10G02S","BLIND BULL S",-110.6089,42.9644,2713,"SNOTEL","10G02S"
"22G14S","FISH LK.",-122.3494,42.3800,1422,"SNOTEL","22G14S"
"053629","GROSS RESERV",-105.3503,39.9364,2429,"COOP","053629"
"056816","RALSTON RESE",-105.2353,39.8297,1798,"COOP","056816"
"107648","REYNOLDS",-116.7494,43.2064,1198,"COOP","107648"
"241008","BOULDER",-112.1136,46.2314,1495,"COOP","241008"
"421759","COTTONWOOD W",-111.7869,40.6242,1512,"COOP","421759"
"456295","PALMER 3 ESE",-121.8514,47.3058,280,"COOP","456295"
"482580","DILLINGER",-105.1175,44.0992,1341,"COOP","482580"
"07K09S","MC CLURE PAS",-107.2881,39.1289,2896,"SNOTEL","07K09S"
"11H30S","BEN LOMOND T",-111.9211,41.3833,1829,"SNOTEL","11H30S"
"18D20S","BOWMAN SPRIN",-118.4672,45.3644,1396,"SNOTEL","18D20S"
"23184","PRESCOTT LOV",-112.4208,34.6517,1537,"WBAN","23184"
"043747","HANFORD 1 S",-119.6356,36.3219,75,"COOP","043747"
"043914","HENSHAW DAM",-116.7614,33.2372,823,"COOP","043914"
"242793","ENNIS",-111.7242,45.3475,1510,"COOP","242793"
"481165","BUFFALO",-106.7208,44.3450,1423,"COOP","481165"
"17D02S","ANEROID LAKE",-117.1928,45.2136,2225,"SNOTEL","17D02S"
"18E08S","GOLD CENTER",-118.3117,44.7639,1628,"SNOTEL","18E08S"
"041244","BUTTONWILLOW",-119.4731,35.4047,82,"COOP","041244"
"23009","ROSWELL INDU",-104.5086,33.3072,1112,"WBAN","23009"
"057510","SEDALIA 4 SS",-104.9522,39.4036,1821,"COOP","057510"
"024829","LAVEEN 3 SSE",-112.1472,33.3369,346,"COOP","024829"
"20H06S","CEDAR PASS",-120.3000,41.5833,2164,"SNOTEL","20H06S"
"452505","ELLENSBURG",-120.5400,46.9692,451,"COOP","452505"
"240743","BIDDLE 8 SW",-105.4856,45.0403,1096,"COOP","240743"
"295084","LOS ALAMOS",-106.3214,35.8644,2263,"COOP","295084"
