AQC00914000        1166P
USC00116558         299S
USC00116579         283S
USC00116610         285S
USC00116616         257S
USC00116642         310P
USC00116661         224S
USC00116663         258P
USC00116670         269P
USC00116725         263S
USC00116738         255P
USC00116753         245S
USC00116760         241P
USC00116765         237P
USC00116779         303P
USC00116819         271S
USC00116837         279P
USC00116849         251P
USC00116874         308P
USC00116897         252P
USC00116910         243S
USC00116973         301P
USC00116998         261P
USC00117004         255S
USC00117014         254P
USC00117077         250S
USC00117126         283S
USC00117157         298C
USC00117187         300P
USC00117345         302P
USC00117354         219S
USC00117370         263P
USC00117391         243P
USC00117457         268P
USC00117487         349S
USC00117551         272S
USC00117603         291S
USC00117636         311C
USC00117833         238P
USC00117859         312P
USC00117876         279P
USC00117952         271C
USC00118020         341S
USC00118147         301S
USC00118248         298P
USC00118293         233S
USC00118324         218P
USC00118353         249S
USC00118389         273P
USC00118684         283S
USC00118740         274S
USC00118756         238P
USC00118781         291S
USC00118797         246P
USC00118860         254S
USC00118870         255S
USC00118916         235P
USC00118932         313S
USC00119002         288S
USC00119021         258S
USC00119148         303P
USC00119221         250S
USC00119241         254S
USC00119354         269S
USC00119469         247P
USC00119816         250P
USC00120177         297S
USC00120182         279S
USC00120200         239S
USC00120331         267P
USC00120550         334P
USC00120676         262S
USC00120784         331S
USC00120830         251S
USC00120852         336P
USC00120858         271P
USC00121030         284S
USC00121229         285P
USC00121256         326P
USC00121326         319P
USC00121417         268P
USC00121425         313P
USC00121628         326P
USC00121739         251S
USC00121747         306S
USC00121814         321P
USC00121873         296P
USC00121940         249P
USC00122096         234S
USC00122149         265S
USC00122161         256P
USC00122184         314P
USC00122309         332S
USC00122594         244P
USC00122605         322S
USC00122638         276P
USC00122660         341P
USC00122731         313P
USC00122814         304P
USC00122816         317P
USC00122825         264S
USC00122931         282P
USC00123078         259P
USC00123082         267S
USC00123104         310S
USC00123207         261P
USC00123418         244S
USC00123513         316S
USC00123527         311S
USC00123547         307S
USC00123777         266P
USC00124181         260S
USC00124244         240P
USC00124272         304P
USC00124286         282P
USC00124356         293P
USC00124372         333S
USC00124527         247P
USC00124613         223P
USC00124642         318P
USC00124657         265P
USC00124662         291S
USC00124667         297P
USC00124715         263S
USC00124730         228P
USC00124782         274P
USC00124832         291P
USC00124837         265S
USC00124910         280P
USC00125050         283P
USC00125055         241P
USC00125117         270S
USC00125174         241S
USC00125237         330S
USC00125337         282S
USC00125407         316S
USC00125485         339P
USC00125541         340P
USC00125613         291P
USC00125700         335P
USC00125815         240P
USC00125837         278P
USC00125923         309P
USC00126001         321S
USC00126023         279S
USC00126056         338P
USC00126151         331S
USC00126164         284S
USC00126340         291P
USC00126401         264P
USC00126435         319P
USC00126506         302P
USC00126580         316S
USC00126697         313P
USC00126705         360S
USC00126801         270P
USC00126830         271S
USC00126864         285P
USC00126872         322S
USC00126989         270P
USC00127069         262S
USC00127083         332P
USC00127099         303P
USC00127102         238P
USC00127125         335S
USC00127255         325P
USC00127267         244P
USC00127298         269P
USC00127370         265S
USC00127398         250P
USC00127482         272C
USC00127522         337S
USC00127646         304S
USC00127724         324S
USC00127755         304S
USC00127875         324S
USC00127935         322S
USC00127999         290P
USC00128036         337S
USC00128290         334S
USC00128549         308P
USC00128698         335S
USC00128723         312P
USC00128732         321P
USC00128784         277P
USC00128967         320P
USC00128999         257P
USC00129080         309P
USC00129113         316S
USC00129138         276P
USC00129222         236S
USC00129240         253S
USC00129243         263P
USC00129253         335S
USC00129430         258S
USC00129511         260P
USC00129557         291S
USC00129605         328S
USC00129670         254S
USC00129678         264S
USC00129905         270P
USC00130112         248S
USC00130133         221C
USC00130157         221S
USC00130181         183S
USC00130200         232S
USC00130203         228S
USC00130213         247S
USC00130241         232S
USC00130364         235S
USC00130385         223S
USC00130536         249S
USC00130576         247S
USC00130600         232S
USC00130608         233S
USC00130745         241S
USC00130753         251C
USC00130807         252C
USC00130910         250P
USC00130923         210S
USC00130933         236P
USC00130999         225S
USC00131060         264S
USC00131233         221S
USC00131257         236S
USC00131277         209S
USC00131319         244C
USC00131354         252P
USC00131394         249C
USC00131402         221C
USC00131442         196C
USC00131533         243S
USC00131541         223S
USC00131635         215S
USC00131704         251S
USC00131710         241S
USC00131731         256S
USC00131742         235P
USC00131833         235S
USC00131954         223S
USC00131962         214P
USC00132110         218S
USC00132171         207S
USC00132209         222P
USC00132235         236S
USC00132299         255S
USC00132311         239S
USC00132364         234S
USC00132388         220S
USC00132573         222S
USC00132603         231S
USC00132689         206S
USC00132789         256S
USC00132864         234S
USC00132999         240S
USC00133007         267S
USC00133108         206S
USC00133120         233S
USC00133239         246S
USC00133290         219S
