AQC00914000         683P
USC00116526          84S
USC00116558         116S
USC00116579         103S
USC00116610         102S
USC00116616          95S
USC00116642         127P
USC00116661          76S
USC00116663          89P
USC00116670         105P
USC00116725         106S
USC00116738          96P
USC00116753          89S
USC00116760          97P
USC00116765          83P
USC00116779         123P
USC00116819         105S
USC00116837         110P
USC00116849          93P
USC00116874         122P
USC00116897          97P
USC00116910          82S
USC00116973         111P
USC00116998         104P
USC00117004          86S
USC00117014          95P
USC00117077          90S
USC00117126         109S
USC00117157         116C
USC00117187         120P
USC00117345         124P
USC00117354          76S
USC00117370         101P
USC00117391          92P
USC00117457         100P
USC00117487         148S
USC00117551         120S
USC00117603         117S
USC00117636         113C
USC00117833          93P
USC00117859         126P
USC00117876         108P
USC00117952          97C
USC00118020         136S
USC00118147         122S
USC00118248         116P
USC00118293          91S
USC00118324          77P
USC00118353          94S
USC00118389         108P
USC00118684         110S
USC00118740         101S
USC00118756          87P
USC00118781         118S
USC00118797          98P
USC00118860          97S
USC00118870         100S
USC00118916          85P
USC00118932         120S
USC00119002         116S
USC00119021          83S
USC00119148         118P
USC00119221          92S
USC00119241          95S
USC00119354          95S
USC00119469          91P
USC00119816          94P
USC00120177          96S
USC00120182          92S
USC00120200          82S
USC00120331          91P
USC00120550         125P
USC00120676          86S
USC00120784         129S
USC00120830          80S
USC00120852         140P
USC00120858          98P
USC00121030          97S
USC00121229          94P
USC00121256         128P
USC00121326         111P
USC00121417          91P
USC00121425         128P
USC00121628         106P
USC00121739          83S
USC00121747         110S
USC00121814         119P
USC00121873         107P
USC00121940          97P
USC00122096          69S
USC00122149          93S
USC00122161          96P
USC00122184         134P
USC00122309         128S
USC00122594          84P
USC00122605         125S
USC00122638          95P
USC00122660         135P
USC00122731         124P
USC00122814         115P
USC00122816         119P
USC00122825          84S
USC00122931          94P
USC00123078          92P
USC00123082          93S
USC00123104         119S
USC00123207          88P
USC00123418          82S
USC00123513         123S
USC00123527         109S
USC00123547         111S
USC00123777          88P
USC00124181          86S
USC00124244          91P
USC00124272         107P
USC00124286          99P
USC00124356         109P
USC00124372         127S
USC00124527          86P
USC00124613          71P
USC00124642         120P
USC00124657          95P
USC00124662          99S
USC00124667          93P
USC00124715          90S
USC00124730          82P
USC00124782          99P
USC00124832          95P
USC00124837          91S
USC00124910         100P
USC00125050         104P
USC00125055          80P
USC00125117          88S
USC00125174          95S
USC00125237         132S
USC00125337          92S
USC00125407         114S
USC00125485         132P
USC00125541         127P
USC00125613          92P
USC00125700         134P
USC00125815          77P
USC00125837          94P
USC00125923         116P
USC00126001         119S
USC00126023          87S
USC00126056         135P
USC00126151         131S
USC00126164          99S
USC00126340          95P
USC00126401          92P
USC00126435         122P
USC00126506          98P
USC00126580         120S
USC00126697         120P
USC00126705         144S
USC00126801         100P
USC00126830          94S
USC00126864          95P
USC00126872         130S
USC00126989          92P
USC00127069          82S
USC00127083         134P
USC00127099         115P
USC00127102          86P
USC00127125         146S
USC00127255         121P
USC00127267          88P
USC00127298          85P
USC00127370          93S
USC00127398          76P
USC00127482          90C
USC00127522         135S
USC00127646         116S
USC00127724         120S
USC00127755         127S
USC00127875         123S
USC00127935         131S
USC00127999         104P
USC00128036         130S
USC00128290         122S
USC00128549         120P
USC00128698         130S
USC00128723         121P
USC00128732         125P
USC00128784          88P
USC00128967         126P
USC00128999         100P
USC00129080         107P
USC00129113         128S
USC00129138          98P
USC00129222          89S
USC00129240          79S
USC00129243          81P
USC00129253         144S
USC00129430          83S
USC00129511          98P
USC00129557          97S
USC00129605         124S
USC00129670          85S
USC00129678          86S
USC00129905          93P
USC00130112          89S
USC00130133          76C
USC00130157          79S
USC00130181          65S
USC00130200          88S
USC00130203          91S
USC00130213          96S
USC00130241          92S
USC00130364          89S
USC00130385          86S
USC00130536          97S
USC00130576         105S
USC00130600          89S
USC00130608          85S
USC00130745          98S
USC00130753         103C
USC00130807          86C
USC00130910          86P
USC00130923          79S
USC00130933          96P
USC00130999          80S
USC00131060         101S
USC00131233          77S
USC00131257          88S
USC00131277          75S
USC00131319          85C
USC00131354         104P
USC00131394          93C
USC00131402          72C
USC00131442          72C
USC00131533          88S
USC00131541          87S
USC00131635          75S
USC00131704         104S
USC00131710          93S
USC00131731          92S
USC00131742          93P
USC00131833          89S
USC00131954          83S
USC00131962          85P
USC00132110          76S
USC00132171          74S
USC00132209          85P
USC00132235          89S
USC00132299          96S
USC00132311          86S
USC00132364          86S
USC00132388          77S
USC00132573          83S
USC00132603          74S
USC00132689          75S
USC00132789          93S
USC00132864          86S
USC00132999          84S
USC00133007          99S
USC00133108          78S
USC00133120          93S
USC00133239          92S
USC00133290          84S
